Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Kohlegas(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
19.07.2019,164.6,54.4,110.5,311.9,6.8,141.2,1.3,162.6,0.4,6.4,0,10.1,11.8,11.1,71.1,167
20.07.2019,149.7,53.4,109.6,258.3,6.1,66.5,1.2,99.2,0.3,3.9,0,10.2,11.9,65.8,174.2,216
21.07.2019,149.3,53,110,223,7.2,57.9,1.2,73.6,0.3,4.2,0,10.2,11.9,63.7,212.6,202
22.07.2019,150.3,50.5,109.3,297.4,8.6,112.6,1.3,141.8,0.3,5.7,0,4.1,4.8,77.7,84.8,209.4
23.07.2019,149.6,54,107.2,319.5,9.7,187.3,1.4,150.1,0.3,5.1,0,3.4,3.9,13.7,53.3,261.7
24.07.2019,148.4,53.7,102.9,311.3,7.8,197.8,1.4,153.6,0.2,5.1,0,3.5,4,44.1,95.5,256.6
25.07.2019,147.8,54.5,103.2,308.2,9.8,211.6,1.4,159.6,0.2,4.5,0,8.7,10.2,27.9,127.1,246.8
26.07.2019,144.9,55.8,104.8,296.1,9.3,134.4,1.3,140.4,0.2,4,0,8.6,10,91.4,262.5,239.7
27.07.2019,150.3,55.6,104.1,218.7,10,33.6,1.3,99,0.3,4.2,0,10,11.7,111.4,316,188.2
28.07.2019,176.2,56.1,107.2,218.3,8.9,30.6,1.3,84.1,0.3,3.6,0,9.4,10.9,71.7,161.5,144.7
29.07.2019,181.8,57.6,107.3,271.9,9.1,121.6,1.3,148.9,0.3,4.8,0,9.2,10.7,10.8,95.5,145.4
30.07.2019,181.3,60.3,107.4,286.7,8,138.8,1.3,156,0.3,5.9,0,9,10.5,11.7,66.9,184.5
31.07.2019,181.2,60.9,108,291.4,9.3,123.7,1.3,154.7,0.4,4.4,0,8.9,10.3,34,117.3,143.6
01.08.2019,182.3,58.6,108.8,315.6,8.6,121.6,2,169.4,0.4,4.8,1,9.4,11,20.5,44.4,203.9
02.08.2019,182.2,58.3,109.7,320.9,7.7,120.6,2,169.9,0.4,6.2,1.1,12.3,14.4,15,42.7,172.9
03.08.2019,182.1,59.1,110.8,274.2,10,63.3,2,125.9,0.4,4,1.1,9.7,11.3,21.3,75.7,169.1
04.08.2019,175.9,55.8,110.2,222.3,10.1,62,2,96.7,0.4,4.2,1,8.6,10,10.9,42.8,219.3
05.08.2019,180.3,53.7,109.4,288.5,11.2,119.1,2,152,0.3,4.7,1.1,15,17.5,17.1,86.7,151.8
06.08.2019,180.5,56.1,108.7,306.1,8.1,116.2,2,167.5,0.3,5.7,1.1,14.4,16.8,32,125.6,175.5
07.08.2019,180.3,58.6,107.6,309.2,0,114.4,2,168.5,0.3,5.4,1.1,12.6,14.6,49.6,144.2,113.5
08.08.2019,176.8,60.5,107.8,232.9,0,59,2,132.4,0.3,4.8,1,4.6,5.4,76,260.4,209.1
09.08.2019,162,59.8,106.7,268.4,0,92.2,2,167.4,0.3,5.3,1.1,15.1,17.7,57.4,125.9,180.1
10.08.2019,138.1,58.3,104.3,121.2,0,40.1,2,53,0.3,6.3,1,13.5,15.7,107.6,492.7,137.8
11.08.2019,138.1,55.3,106.1,131.1,0,41.4,2,58,0.3,4.8,1,15.4,18,124.5,276.9,216.2
12.08.2019,156.7,57.1,106.8,225.4,0,87.6,2,147.9,0.3,5.8,1.1,15.9,18.5,86,184.4,139.9
13.08.2019,153.3,62.8,106.6,218.2,0,84.1,2,156.9,0.4,5.9,1,14.8,17.3,35.3,221.2,170.7
14.08.2019,154.3,63.1,106.2,205,0,84.4,2,151,0.4,5.7,1,15.1,17.7,51.2,121.2,212.2
15.08.2019,178.8,60.9,105.3,189.6,0,62.8,2,104.9,0.4,5,0.9,15.2,17.8,84.1,308.1,118.1
16.08.2019,186.6,59.3,109.2,218.1,0,48.4,2,124.1,0.4,6.2,0.9,16.1,18.8,58.2,156.1,194.4
17.08.2019,183.8,58.8,114.5,162.9,0,23.7,2,63.7,0.4,5.3,1,14.5,17,81.3,331,104.2
18.08.2019,181.8,56.2,113.9,166.3,0,25.9,2,59.9,0.3,5.2,1,12.8,14.9,54.9,218.3,164.2
19.08.2019,180.7,56.3,113.8,213.5,0,53.3,2,125.5,0.3,5.9,1,13.2,15.4,89.1,213.5,169.5
20.08.2019,185.1,61.3,114.2,280.4,0,82.9,2,157.5,0.4,6.3,0.9,11.1,12.9,46.5,100.2,115.9
21.08.2019,187.2,61.8,114.4,287.3,0,87.4,2,150.7,0.3,6.7,0.9,11.3,13.2,23.7,53.2,210.4
22.08.2019,184.9,64.8,114.5,268.3,0,81,2,134.3,0.4,7.2,0.9,10.6,12.3,57.9,88,228
23.08.2019,182.7,64,114.7,286.4,0,93.7,2,132.1,0.4,6.3,0.9,10.9,12.7,26.8,69.1,223.3
24.08.2019,184.4,61.5,113,235.5,0,49.1,1.9,85.1,0.4,6.1,0.9,10.3,12,35.7,124.4,220.7
25.08.2019,184.1,59.1,110.4,215.5,0,61.6,1.9,82,0.4,5.4,0.9,10.7,12.5,26.6,110.3,209.4
26.08.2019,184.6,58.3,108.3,289.9,0,168.1,2,143.8,0.4,5.6,1,10.8,12.5,7.1,69.2,204.6
27.08.2019,184.1,58.9,107.8,301.3,0,207.7,1.9,169.4,0.4,6.5,1.1,12.2,14.3,23.3,74,200.7
28.08.2019,185.2,57.1,108.2,303,0,206.5,1.9,167.4,0.4,3.5,1.1,12.3,14.3,14.9,85.7,180.6
29.08.2019,185.4,56.7,109.3,328.4,0,205,2,169.5,0.4,3.1,1.1,12.7,14.8,21.6,77,155.6
30.08.2019,183.7,56.4,109.9,342,0,166.3,2,162.6,0.4,1.8,1.1,13.2,15.4,36,25.7,200.8
31.08.2019,184,54.4,106.7,261.3,0,58,1.9,99.4,0.4,1.6,1.1,10.1,11.8,28.2,110.6,216.5
01.09.2019,182.2,51.8,102.7,215.3,0,54.1,1.4,98.8,0.4,2.1,0.2,10.4,12.1,61.5,204.2,143.9
02.09.2019,185.1,56.4,105.8,271.4,0,104,1.4,153.5,0.4,3.4,0.2,10.8,12.6,68.7,137,167
03.09.2019,186.5,59.5,110.8,266.5,0,86.4,1.4,163,0.4,3.9,0.2,13.3,15.5,112.3,220.4,175.1
04.09.2019,187.2,55.7,110.4,243,0,74.1,1.4,164.2,0.4,3.9,0.2,13.1,15.3,83.6,214.8,202.5
05.09.2019,184.9,53.3,110.8,224.9,0,59.8,1.4,148.8,0.4,3.8,0.2,13.1,15.2,101.9,365.1,127.9
06.09.2019,187.6,55.4,115,227.3,0,53.4,1.4,157.8,0.5,3.9,0.2,7.5,8.8,105.6,206.3,162.5
07.09.2019,186.5,55.6,116.6,244,0,48.4,1.5,127.2,0.5,4.4,0.1,13.2,15.4,39.8,75,95.5
08.09.2019,187.9,57.5,116,258.1,0,65.5,1.5,123.5,0.5,3.3,0.1,13.1,15.3,16.9,23,95.1
09.09.2019,189.3,61.2,111.8,293.2,0,150,1.5,156.5,0.5,3.8,0.2,12.4,14.5,8.8,101.3,74.7
10.09.2019,185.1,59.4,109.9,278.9,0,64.2,1.4,137.8,0.5,2.7,0.2,9.6,11.3,50,240.1,179.3
11.09.2019,186.3,56.5,109.8,265.6,0,66.9,1.6,130.7,0.5,3,0.2,9.8,11.4,86.8,263,176.6
12.09.2019,187.3,54.6,110.3,277.9,0,74.9,1.4,159.7,0.4,5.2,0.2,12.2,14.2,88,208.8,143.1
13.09.2019,184.8,53.3,109.5,258.9,0,67.1,1.4,163.5,0.4,5.3,0.2,12.9,15,86.4,257.8,136.6
14.09.2019,186.6,51.6,109.4,233.4,0,68,1.5,133.4,0.4,4.8,0.2,13,15.2,44.8,64,192.8
15.09.2019,173,47.8,108.6,170.7,0,42.5,1.5,78.8,0.4,2.5,0.1,12.6,14.7,108.8,313.1,186.8
16.09.2019,188.6,48,108.4,268.2,0,148.3,1.4,168.8,0.4,5.3,0.2,12.6,14.7,66.6,130.8,107.7
17.09.2019,185.4,49.1,107.2,224.7,0,88.3,1.4,132.7,0.4,3.1,0.2,9.8,11.4,101,460.8,128.3
18.09.2019,186.6,44.9,110.2,248.6,0,103,1.4,152.8,0.5,2.6,0.2,11.8,13.8,114.6,342.6,180.2
19.09.2019,188.2,43.9,110.3,322.8,0,145.4,1.4,183.9,0.5,2.4,0.2,12.5,14.6,36.1,159.2,186.5
20.09.2019,188.7,42.3,106.8,322.5,0,136.6,1.4,188.3,0.5,3,0.2,13.3,15.6,19.7,97,180.3
21.09.2019,188.1,39.6,104.4,266.7,0,54.4,1.4,131.8,0.4,1.9,0.2,13,15.2,21.1,142.6,202.7
22.09.2019,188.6,37.1,106.5,253.9,0,53.8,1.4,116.1,0.5,2,0.2,13,15.2,48.7,187.6,166.6
23.09.2019,215.6,35.8,105.7,314,0,139.5,1.4,173.5,0.4,4.2,0.2,12.9,15,44.1,144.2,84.5
24.09.2019,217.5,44.7,105.4,328.5,0,165.3,1.4,191,0.4,5.1,0.2,15.1,17.6,49,81.5,104.4
25.09.2019,219.6,43.7,106.4,337.2,0,169.7,1.4,187.6,0.4,6.3,0.2,15,17.5,25.4,134.7,84.4
26.09.2019,219.2,42.8,107.3,338.2,0,115.3,1.4,189.1,0.4,6.8,0.2,15,17.5,69.4,192.2,71.8
27.09.2019,219.9,41.4,107.8,286.5,0,79,1.4,167.1,0.4,3.9,0.2,15.1,17.6,81.1,296.7,76.8
28.09.2019,209.1,41.1,107.6,121.9,0,28.8,1.4,63.6,0.4,2.1,0.2,12.1,14.2,112.7,542.7,109.9
29.09.2019,191.7,38.8,108.1,100.4,0,27,1.4,48.2,0.3,1.7,0.2,12.4,14.5,91.7,588.6,101.2
30.09.2019,203.5,36.7,106.9,146.3,0,48.7,1.4,103.1,0.3,2.9,0.2,12.8,14.9,107.1,679.1,100.2
01.10.2019,219.8,37.6,109.8,207.8,0,89.2,2.9,191.3,0.3,2.5,0.8,14.1,16.4,41.5,374.8,84.2
02.10.2019,218.7,40.9,109.5,217.3,0,92.3,2.9,192,0.3,2.2,0.8,14,16.3,113.1,325.6,87.1
03.10.2019,221.3,47.5,114.9,229.4,0,87.6,2.9,176.8,0.4,1.8,0.9,13.8,16.1,25.4,245.6,90.1
04.10.2019,222.3,44.6,115.7,253.8,0,110,2.9,181.4,0.4,2.8,0.8,14,16.4,59.1,218.6,50
05.10.2019,221.8,47.1,119.6,246.2,0,81,2.9,148.9,0.3,2.9,0.7,13.7,16,71.7,250.7,66.3
06.10.2019,220.4,52.2,119.5,241.7,0,58.2,2.9,133.9,0.3,2.5,0.7,13.6,15.9,111.5,240,70.5
07.10.2019,221.7,53.5,115.7,317.1,0,197.3,2.9,196.4,0.3,1.8,0.8,13.3,15.5,72.3,115.6,105.8
08.10.2019,216.5,51.1,114.9,308.9,0,94.7,2.8,181.4,0.3,2.9,0.7,15.7,18.3,114.7,422.4,41.4
09.10.2019,215.8,52.6,120.5,280.7,0,86.2,2.9,169.5,0.3,2.4,0.7,15.8,18.5,110.9,444.7,58.7
10.10.2019,210.8,55.1,118.6,235.2,0,48.9,2.8,150.5,0.3,2.6,0.8,15.7,18.4,123.6,532.6,86.3
11.10.2019,202.9,53.9,121.9,171.8,0,56.1,2.8,101.8,0.3,2.2,0.8,15.9,18.6,128.6,689.7,89.3
12.10.2019,194.6,49.4,123.2,164.4,0,32.9,2.8,89.4,0.3,2.9,0.6,16.2,19,121.9,474,124.1
13.10.2019,214.6,46.8,122,178.6,0,29.4,2.8,80.6,0.3,2.9,0.6,15.5,18,70.9,362.1,123.7
14.10.2019,218.5,45.3,122.6,284.9,0,132.7,2.9,180.8,0.3,3.1,0.6,15.2,17.8,77.2,256.5,141.2
15.10.2019,217.6,45.4,123,313.4,0,156.1,2.9,213.8,0.3,3.8,0.7,15.3,17.9,70.6,154.9,107.4
16.10.2019,221.2,47.6,124.4,308.7,0,104.7,2.9,206.3,0.3,4.3,0.8,14.4,16.8,47.2,359.4,85.9
17.10.2019,221.1,46.2,124.1,317.1,0,153.4,2.9,213.1,0.4,4.1,0.7,13.2,15.4,52,270.3,83.2
18.10.2019,217.5,44.9,124.3,284.6,0,84.3,2.9,182,0.4,3,0.7,14.4,16.8,101.8,415.2,82.8
19.10.2019,218.7,43.8,124.9,244.5,0,44.4,2.9,162,0.4,1.5,0.7,14,16.3,124.2,342.3,48.3
20.10.2019,220.6,43.1,124,265.7,0,66,2.6,173.6,0.4,2.5,0.7,14.2,16.6,33.4,116.3,75.4
21.10.2019,220.8,43.5,122.8,300.7,0,220.8,2.2,214.3,0.4,3.5,0.8,14.6,17,38.6,137.9,62.7
22.10.2019,221.4,47.9,123.8,328.2,0,243.2,2.2,218.9,0.4,3.1,0.7,15.3,17.9,54.9,110.6,76.3
23.10.2019,219.8,49.6,125.2,319,0,230.4,2.2,221,0.4,2.6,0.7,16.4,19.1,28.4,133.5,72.1
24.10.2019,221,46.3,125.3,318.7,0,154.7,2.2,201.2,0.4,3.5,0.7,16.3,19,60.3,201,68.2
25.10.2019,217.5,42.8,125.7,262.7,0,60.5,1.7,176.2,0.4,2.3,0.8,15.9,18.5,122.9,398,88
26.10.2019,210.1,41.7,123.4,157.2,0,31.6,2,72.3,0.5,1.6,0.6,15.6,18.2,111.4,592.7,107.4
27.10.2019,203.2,40.6,129.5,196.1,0,40.3,2.2,89.2,0.4,3.6,0.7,10.5,12.3,117,502.2,65.3
28.10.2019,221.6,40.4,125,325.3,0,212.4,2.2,201.5,0.5,3.6,0.9,15.9,18.6,74.1,212.9,74.5
29.10.2019,223.1,44.5,125.6,334.1,0,292,2.6,226.1,0.5,2.8,0.9,15.9,18.6,18.9,112.8,63.3
30.10.2019,223.8,44.8,125.3,332.1,0,271.3,2.9,214.1,0.5,2.2,1,15.6,18.2,4.7,118.6,84.5
31.10.2019,223.5,49.3,126.4,316.9,0,205.1,3,210.6,0.5,1.8,1.1,15.7,18.3,31.5,150.6,108.2
01.11.2019,222.8,48.2,126.9,223.7,0,56,2.7,169.3,0.5,2.1,1.2,15.7,18.3,85,337,40.4
02.11.2019,215.6,45.1,125.6,168.4,0,39.1,2.7,93.6,0.5,3.1,1,16,18.7,111,481.7,43.7
03.11.2019,215.8,42.7,122.1,214,0,57.2,2.7,115.1,0.5,3.2,1,15.7,18.4,63.3,239.5,37.4
04.11.2019,219.9,44.2,117.8,286.1,0,167.7,2.7,199.5,0.4,4,1.1,11.4,13.3,36.6,225.7,50.2
05.11.2019,221.6,49.3,117.9,320.5,0,235.3,3,234.2,0.5,3.4,1.1,15.6,18.2,55.5,160.6,38.2
06.11.2019,222.7,54,118.4,346.3,0,277.9,2.6,231.2,0.5,4.1,1.1,15.1,17.7,14.8,95.2,33.5
07.11.2019,222.3,51,119.3,366.1,0,228.9,2.6,210.7,0.5,3.4,1.1,15.1,17.7,59.2,221,58.7
08.11.2019,222.2,49.3,119.5,367.7,0,272.6,2.6,216.3,0.5,3.8,1.1,14.7,17.2,47.9,105.9,35
09.11.2019,222.8,49.3,120.8,364.8,0,220.2,2.6,160.7,0.5,2.2,1,14.7,17.1,33.5,124.9,32.8
10.11.2019,222.8,46.1,127.5,365.4,0,192.8,2.6,150.8,0.5,1.4,1,15.4,18,47.3,85,67.3
11.11.2019,222.6,42.7,127.3,359,0,206.1,2.6,169.8,0.5,2.1,1,15.4,18,106.8,306.1,41.3
12.11.2019,221.5,44.1,124,320.1,0,207.8,2.5,193.5,0.5,2.9,0.9,14.7,17.1,128.5,396,38.7
13.11.2019,222.6,46.2,124,320,0,295.2,2.6,225.7,0.5,4,0.9,14.8,17.3,92.5,265.6,32.1
14.11.2019,222.7,46.3,124.3,339.7,0,293.9,2.5,231.6,0.5,2.8,0.9,14.7,17.2,52.6,282.5,74.9
15.11.2019,221.7,42.5,125,334.4,0,220.3,2.5,172,0.5,2.8,0.8,15.1,17.6,119,371.5,26.5
16.11.2019,221.2,47.7,125.8,346.4,0,189.8,2.6,157.9,0.5,1.7,0.8,15.5,18.1,73.3,243.1,34.6
17.11.2019,216.2,46.4,128.2,357.3,0,178.3,2.6,135.5,0.5,2.5,0.8,13.9,16.3,60,240.4,21.6
18.11.2019,189.7,50.2,127.9,357.5,0,260.5,2.6,200.5,0.4,4.8,0.8,13.9,16.2,120.9,270.9,31.2
19.11.2019,185.1,49.5,126.2,339.1,0,282.5,3,221.9,0.4,2.7,0.8,15.5,18.1,100.9,309.3,39.2
20.11.2019,191.2,49.4,128.3,378.1,0,362.1,3,259.3,0.4,4.4,0.9,9.9,11.6,8.6,27.6,23.2
21.11.2019,190.8,48.3,128.3,371.3,0,340,2.8,257.9,0.4,2.6,1,9.1,10.6,48.9,80.6,20.5
22.11.2019,192.6,45.3,128.3,369.4,0,278.6,1.8,218.7,0.5,2.2,1,14.9,17.4,66.2,203.5,31.7
23.11.2019,219.1,41.4,128.4,280.4,0,61.7,2.1,103.6,0.5,1.4,0.9,14.8,17.3,140.8,476.2,50.8
24.11.2019,220,39.7,128.2,310,0,120.5,2,124,0.5,2.4,1,13.2,15.4,108.2,200.4,41
25.11.2019,221.9,43,128,380.1,0,304.4,2.9,236.9,0.5,3.7,1,13.3,15.5,17.1,43.3,14.9
26.11.2019,220.7,44.4,128,391.7,0,310.6,2.8,219.8,0.5,2.8,0.8,15,17.5,56.2,170.3,23.9
27.11.2019,218.7,42.3,127.7,374.6,0,198.9,2.6,138.3,0.5,2.4,0.9,14.5,16.9,82.8,443.1,17.6
28.11.2019,214.6,41.1,127,293.9,0,115,1.8,107,0.4,2.1,0.9,14.1,16.5,104.7,745.7,26.5
29.11.2019,211.3,42.5,128.5,315.3,0,168.1,1.8,140.1,0.5,1.8,1.1,15.1,17.7,134.3,499.9,32.8
30.11.2019,220.8,45.2,129.3,364.9,0,190.8,1.8,160.3,0.5,2.2,1.3,14.6,17,48,154.6,50
01.12.2019,212.7,42.7,129.5,358.4,0,214.2,1.4,175.3,0.5,1.9,0.8,13.6,15.9,28.4,103.5,22.8
02.12.2019,214.6,43,128.6,374.8,0,265,1.5,233.6,0.5,3.7,0.8,13.4,15.7,98.9,244,32.9
03.12.2019,218.5,46.4,128.9,373.3,0,313.4,2.2,252.3,0.5,2.7,0.8,13.9,16.2,90.3,176.1,36.3
04.12.2019,221.1,45.9,129,367.3,0,291.7,2.2,239.8,0.5,2.2,0.8,14.1,16.5,98.1,190.6,62.2
05.12.2019,218.2,44.3,129,358.5,0,236.2,2.2,230.9,0.5,1.6,0.7,13.6,15.9,130.9,287,49
06.12.2019,212.3,41.6,127.3,235.6,0,110.5,1.9,134.3,0.4,2.9,0.7,13.8,16.1,109.7,731.9,33
07.12.2019,200.3,39.1,129.2,171.2,0,57.9,1.9,99.8,0.4,2.1,0.6,15.3,17.8,141.3,704.8,20.3
08.12.2019,183.2,36.5,127.8,117.4,0,45.2,1.9,69.8,0.4,2.5,0.5,11.6,13.5,122.2,784.7,25.4
09.12.2019,203.6,37.5,128.1,226.9,0,113.3,1.9,134.1,0.4,2.6,0.6,15.8,18.4,133.9,614.1,31.2
10.12.2019,212.8,42.2,128.1,300.4,0,200.4,1.9,196.5,0.4,3,0.6,15.6,18.2,105.1,439.2,47.6
11.12.2019,212.5,41.9,128.4,319.4,0,242.5,1.9,227.1,0.4,3.8,0.8,15.9,18.5,89.2,368.2,22.7
12.12.2019,219,43.4,128.7,336.9,0,232.7,1.9,239.8,0.4,2,0.8,15.9,18.6,99.5,284.5,17.5
13.12.2019,213.5,44.6,130.2,298.6,0,153,2,192.8,0.4,3.5,0.8,15.7,18.4,84.9,478,17.9
14.12.2019,197.8,43.1,129.6,142.7,0,46.5,1.9,102.8,0.4,2.2,0.6,15.3,17.8,130.4,695.2,23.8
15.12.2019,182,39.5,128.1,131.2,0,48.3,1.9,82.3,0.4,2.3,0.5,15.3,17.8,140.8,716,29.8
16.12.2019,209.9,41.4,128,295.3,0,208,1.9,205.4,0.4,3.1,0.7,15.1,17.6,116.9,338.6,29.7
17.12.2019,217.6,43.4,128.7,315,0,199.3,1.9,187.8,0.3,2.4,0.7,15.4,17.9,57.6,467.1,35.3
18.12.2019,214,43.6,129.3,309.4,0,198.4,1.9,203.5,0.3,2.2,0.7,15.3,17.8,103,317.1,32.1
19.12.2019,213.8,39.9,130.1,253.8,0,112.1,1.9,154.1,0.5,2,0.8,15.5,18.1,139.2,413.1,45
20.12.2019,210.6,38.1,131.2,213.5,0,60.4,1.9,120.5,0.4,1.1,0.8,16.1,18.8,141.8,506,29.3
21.12.2019,212.7,39.7,130.8,223.5,0,41.7,1.9,103.3,0.5,1.9,0.7,16,18.6,118.5,316,33.3
22.12.2019,215.2,41.9,130.6,188.9,0,46,1.9,95.9,0.5,2.2,0.7,16,18.7,65,349.6,16.8
23.12.2019,204.2,42.6,129.8,170.9,0,45.4,1.9,103.3,0.5,1.9,0.7,15.9,18.5,120.9,485.9,17.6
24.12.2019,209.4,45.1,130.4,151.4,0,43.6,2,100.4,0.5,1.4,0.7,15.8,18.5,56.1,408.3,19.9
25.12.2019,215.2,48,129.7,158.9,0,55.9,2,91.5,0.5,1.4,0.7,16.1,18.8,39.8,258.8,14.2
26.12.2019,217.6,49.7,130.6,185.2,0,58.2,2,109.1,0.5,1.6,0.7,15.9,18.5,20.6,117.5,28.9
27.12.2019,218.1,47.9,130.7,220.8,0,94.3,2,150.3,0.5,1.9,0.8,16,18.7,39.4,106.7,22.2
28.12.2019,218.2,47.5,130.2,208.5,0,88.2,1.9,163.6,0.6,1.4,0.8,15.4,18,64.3,88,38.4
29.12.2019,216.6,44.8,130.6,179.5,0,60.6,1.9,123.5,0.5,1.3,0.7,15.4,17.9,120.8,218.3,58.1
30.12.2019,206.1,42.5,127.7,163.2,0,70.5,1.9,119.5,0.5,1.6,0.7,15.3,17.9,134.5,527.5,56.4
31.12.2019,200.1,40.3,129.8,183.6,0,77.4,1.9,122.8,0.5,2.2,0.7,14.9,17.4,86,360.5,38.7
